"ID","Title","Link","Company","Location","Remote","Experience","EmploymentType","DatePosted","Section_0","Section_1","Section_2","Section_3","Section_4","Section_5","Section_6","Section_7","Section_8","Section_10","Section_11","Section_12","Section_13","Section_14","Section_15","Section_16","Section_17","Section_18","Section_19","Section_20","Section_21","Section_22","Section_23","Section_24","Section_25","Section_9","Section_26","Section_27","Section_28","Section_29","Section_30","Section_31","Section_32","Section_33","Section_34","Section_35","Section_36","Section_37","Section_38","Section_39","Section_40","Section_41","Section_42","Section_43","Section_44","Section_45","Section_46","Section_47","Section_48","Section_49","Section_50"
2368388,"Store Supervisor (fmd)","https://jobs.smartrecruiters.com/AccorHotel/744000040518552-store-supervisor-f-m-d-","Accor","Zurich","No","Not specified","Full time","2025-02-05T02:39:03.989478Z","How does your working day looks like...","Designing and curating the hotel store rangeCollaboration with the various suppliers and our head officeLaunching cooperationsProactive sales advice and optimizationContact person for hotel guests regarding events, gastronomy, culture and public transportTraining in the areas of store range and concierge servicesSupervision of the rental bike stockShared responsibility for budget preparation. Responsible for sales and inventory",,"Your personality counts more than your CV...","Confident and winning demeanorSales talentProfessional experience at a hotel reception is an advantageIndependent and organized way of workingGreat quality and service awarenessVery good knowledge of German and English","Whats in it for you...","Only work 4 days the week as a full-time team member Get to know all the other 25hours Hotels and stay for free for a maximum of 10 nights per year as a employee Get an extra allowance for travelling by public transport and take advantage of fantastic offers from our cooperative partners!Take advantage of being a part of Ennismore and get generous discounts when visiting our bars and restaurants as well as booking hotel rooms all over the world Benefits from great offers from our numeros cooperations partnersReconcile your personal situation with work - we are open to parttime employments and other adjustmentsBe part of our hilarous staff parties and much more...","Get to know all the other 25hours Hotels and stay for free for a maximum of 10 nights per year as a employee","Get an extra allowance for travelling by public transport and take advantage of fantastic offers from our cooperative partners!","Benefits from great offers from our numeros cooperations partners","Reconcile your personal situation with work - we are open to parttime employments and other adjustments","Be part of our hilarous staff parties and much more...",,,,,,,,,,,,,,"Take advantage of being a part of Ennismore and get generous discounts when visiting our bars and restaurants as well as booking hotel rooms all over the world",,,,,,,,,,,,,,,,,,,,,,,,,
2368387,"Shop-Verantwortlicher (wmd)","https://jobs.smartrecruiters.com/AccorHotel/744000040521594-shop-verantwortliche-r-w-m-d-","Accor","Zurich","No","Not specified","Full time","2025-02-05T02:39:03.989517Z","Wie schaut dein Arbeitstag aus...","Gestaltung und Kuratierung des Hotelshop-SortimentsZusammenarbeit mit den verschiedenen Zulieferern und unserem Head OfficeLancieren von KooperationenProaktive Verkaufsberatung und -optimierungAnsprechpartner fur Hotelgaste hinsichtlich Events, Gastronomie, Kultur und offentlichem VerkehrSchulung in den Bereichen Shop-Sortiment und Concierge-ServicesBetreuung des LeihfahrradbestandesMitverantwortung bei der Budgeterstellung. Verantwortlich fur Umsatze und Wareneinsatze","Gestaltung und Kuratierung des Hotelshop-Sortiments","Zusammenarbeit mit den verschiedenen Zulieferern und unserem Head Office","Lancieren von Kooperationen","Proaktive Verkaufsberatung und -optimierung","Ansprechpartner fur Hotelgaste hinsichtlich Events, Gastronomie, Kultur und offentlichem Verkehr","Schulung in den Bereichen Shop-Sortiment und Concierge-Services","Betreuung des Leihfahrradbestandes","Deine Personlichkeit zahlt mehr als dein Lebenslauf...","Selbstsicheres und gewinnendes AuftretenVerkaufstalentBerufserfahrung an einer Hotelrezeption von VorteilSelbststandige und organisierte ArbeitsweiseGrosses Qualitats- und ServicebewusstseinSehr gute Deutsch- und Englischkenntnisse","Selbstsicheres und gewinnendes Auftreten","Verkaufstalent","Berufserfahrung an einer Hotelrezeption von Vorteil","Selbststandige und organisierte Arbeitsweise","Grosses Qualitats- und Servicebewusstsein","Sehr gute Deutsch- und Englischkenntnisse","Whats in it for you...","Arbeite als Vollzeit-Teammitglied nur 4-Tage pro Woche bei vollem Lohnausgleich und gleich bleibendem Urlaubsanspruch Lerne unsere 25hours Hotels kennen und ubernachte bis zu 10 Nachte im Jahr kostenfrei als Mitarbeiter Geniee als Teil von Ennismore grozugige Rabatte beim Besuch unserer Bars und Restaurants sowie bei der Buchung von Hotelzimmern auf der ganzen Welt Profitiere von super Angeboten unserer zahlreichen Kooperationspartner Vereinbare deine personliche Situation mit der Arbeit  wir sind offen fur Teilzeitbeschaftigungen und anderen Anpassungen Sei Teil unserer bunten Mitarbeiterpartys und vieles mehr ...",,,,,,,"Mitverantwortung bei der Budgeterstellung. Verantwortlich fur Umsatze und Wareneinsatze",,,,,,,,,,,,,,,,,,,,,,,,,
2368386,"FR - Receptionniste (HFX) 38h30 CDI","https://jobs.smartrecruiters.com/AccorHotel/744000040524175-fr-receptionniste-h-f-x-38h30-cdi","Accor","Courbevoie","No","Not specified","Full time","2025-02-05T02:39:03.989559Z","La vitesse de croisiere chez Adagio","Des que vous passez la porte de nos aparthotels, vous decouvrez un lieu dechanges privilegies  le Cercle, qui reinvente les codes de laccueil traditionnel.","Un cadre novateur et convivial au sein duquel vous accompagnez le client de son arrivee a son depart pour lui offrir la meilleure experience et faire du choix dAdagio une evidence pour ses prochaines destinations.","Vous aimez deja le voyage avec Adagio ? Alors poursuivons","Votre role","Receptionniste (HF)
La premiere impression est toujours la bonne! En tant que Receptionniste, vous prenez soin de nos clients depuis leur arrivee jusqu'a leur depart, en vous assurant qu'ils vivent une experience memorable.","Votre aisance relationnelle, votre sens de laccueil sont vos atouts.","Vous avez l'esprit de service et etes anime(e) par la passion client.","Vous appreciez travailler en equipe et dans la bonne humeur.","Vous etes efficace, organise(e), dynamique, autonome, rigoureux(se) et implique(e).","Vous maitrisez parfaitement langlais, tant a loral qua lecrit.","Qualite","Vous garantissez une qualite de service permanente, anticipez et gerez toute situation afin d'assurer la pleine satisfaction du client","Vous accompagnez le client de son arrivee a son depart pour lui offrir la meilleure experience et faire du choix d'Adagio une evidence pour ses prochaines destinations.","Rigueur et efficacite","Vous enregistrez et suivez les reservations dans le PMS Starlight aujourd'hui et OPERA en janvier prochain. Resaweb (outil ACCOR) sera votre outil de reservation.","Vous traitez les mails, et gerez le standard telephonique","Vous veillez a l'application de nos procedures de facturation et d'encaissement","Generosite, empathie, prevenance ...","Vous portez pleinement ces valeurs aupres de nos clients","Vous avez le gout de l'animation client et de la convivialite pour organiser des moments de partage avec nos clients ...","Developpement","Vous valorisez notre offre et notre programme de fidelite ALL aupres des clients,","Vous favorisez la fidelisation et accompagnez la recommandation de notre etablissement","Vous etes chasseur de Leads commerciaux, et cherchez a fideliser nos nouveaux clients","Vous avez l'esprit d'equipe et l'envie de bien faire pour le collectif","La feuille de route Adagio pour vous faire grandir","Nous partageons une conviction  plus nous grandissons, plus vous grandissez !","Rejoindre Adagio, cest faire le choix dune aventure personnelle et collective, riche en emotions et succes.","Rejoindre Adagio, cest aussi beneficier dun parcours dintegration progressif  accueil, programmes de formation, journees de cross training... pour vous donner toutes les chances de reussir a votre poste.","Rejoindre Adagio, cest lassurance dintegrer une entreprise soucieuse de votre carriere  nous sommes profondement attaches a la mobilite interne de nos collaborateurs. Et puisque la promotion interne est la direction que nous privilegions, embarquez et rejoignez les tres nombreux managers issus de la filiere Adagio .","Et si enfin vous vous demandez a quoi ressemble un sur-classement, vous le decouvrirez en beneficiant de privileges accordes aux collaborateurs dAdagio... mais egalement dAccor et de Pierre  Vacances Center Parcs.","Reservez votre futur avec nous ! Embarquez avec Adagio !","Adagio sengage a promouvoir la diversite, notamment en favorisant laccueil de personnes eprouvant des difficultes dinsertion. Ce poste est ouvert a toutes et a tous.","Votre experience et vos competences 
Qualite de service essentielle  une experience similaire est un plus
-Maitrise de logiciel hotelier est un plus  OPERA 
-Maitrise du Francais et de l'Anglais indispensable","La pratique de d'autres langues est un plus.","L'Adagio access La Defense Leonard de Vinci est situe a deux pas du quartier daffaires de Paris La Defense, du centre commercial Cnit - 4 Temps et a 600 m de Paris La Defense Arena. ( Stade, Immense salle de spectacleconcert, piscine Olympique ... )","Notre Aparthotel dispose de 115 appartements allant du studio 1 personne a 4 personnes entierement equipes. Nous disposons egalement dune piscine couverte. 
Vous ferez partie dune equipe joviale, dynamique, bienveillante et soudee !","Notre equipe de reception est composee de 3 collaborateurs en reception de jours et 2 de nuit. Presence d'une leader d'equipe 1er de reception","Remuneration et avantages","- Salaire annuel brut 38h30  27 615an","- 13eme mois et valorisation anciennete","- Interessement  Participation","- Jours Offerts","- Cooptation 1000Cooptation","- Mutuelle et prevoyance","- Comite d'entreprise (Cheques cadeaux, Cheques culture ... cheques evenements ...reductions et participations )","- Avantages All Heartists Group Accor et Groupe Pierres et Vacances Center Parc au bout de 6 mois","- 50% de remboursement des transports en commun","- Mobilite interne","Notre Engagement Diversite  Inclusion 
Nous sommes une entreprise inclusive et notre ambition est dattirer, de recruter, et de promouvoir la diversite des talents."
2368385,"Front Office Agent  Reception Agent","https://jobs.smartrecruiters.com/AccorHotel/744000040526135-front-office-agent-reception-agent","Accor","Cairo","No","Not specified","Full time","2025-02-05T02:39:03.989599Z","Reception Agent
First impressions are everything! As a Reception Agent, you will take care of the guests from the moment they arrive through to their departure by ensuring they have a memorable experience with us.
What is in it for you
In 3-4 bullet points, showcase the benefits and perks of working at the property
Employee benefit card offering discounted rates at Accor worldwide
Learning programs through our Academies
Opportunity to develop your talent and grow within your property and across the world!
Ability to make a difference through our Corporate Social Responsibility activities, like Planet 21
What you will be doing
Greet, check-in, respond to requests and settle accounts while providing exceptional service
Take initiative to add a personalized experience
Proudly promote the hotel facilities, looking for opportunities to enhance a guests stay through up-selling","Your experience and skills include
Service focused personality is essential","experience is an asset
Prior experience working with Opera or a related system
Fluency in English
additional languages are a plus
Your team and working environment
In 1-2 sentences, introduce the team, property or office environment in a way that reflects the culture
Note Customization may be included for any specific local or legislative requirements, such as work permits
Our commitment to Diversity  Inclusion
We are an inclusive company and our ambition is to attract, recruit and promote diverse talent.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368384,"Prepose.e a la boutique, temps partiel (HFD)","https://jobs.smartrecruiters.com/AccorHotel/744000040528323-prepose-e-a-la-boutique-temps-partiel-h-f-d-","Accor","Montebello","No","Not specified","Part time","2025-02-05T02:39:03.989631Z","Offrir un service client professionnel, avenant et attentif.Conseiller les clients dans leurs achats et promouvoir des produits exclusifs.Maintenir la presentation, la proprete et l'approvisionnement de la boutique et des etalages.Assurer les fonctions de caissier et gerer les transactions.Respecter les politiques et procedures de securite et effectuer toutes autres taches connexes.","Diplome d'etudes secondaires (DES) complete.Experience prealable dans la vente, un atout.Experience en service a la clientele, de preference dans l'hotellerie.Excellentes aptitudes a communiquer a loral comme a lecrit, en francais et en anglais, afin de comprendre et discuter aisement avec une clientele internationale.Experience en gestion de caisse et capacite a travailler dans un environnement dynamique.","Notre Engagement Diversite  Inclusion","Nous sommes une entreprise inclusive et notre ambition est dattirer, de recruter, et de promouvoir la diversite des talents.","Rejoignez-nous des aujourd'hui pour une carriere enrichissante au Fairmont Le Chateau Montebello ou chaque jour apporte de nouvelles opportunites et ou votre bien-etre est au cur de nos priorites.","httpscareers.accor.com.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368383,"Junior Sous Chef (FMX)","https://jobs.smartrecruiters.com/AccorHotel/744000040526268-junior-sous-chef-f-m-x-","Accor","London","No","Not specified","Full time","2025-02-05T02:39:03.989663Z","You bring positive energy and a can-do attitude to provide delicious menu dishes to our guests table by ensuring the kitchen is organised and running smoothly.Work with our Head Chef to nurture and develop the talent of the kitchen team, creating an environment that brings out the best in them and where they can be themselves.Work with our Head Chef on ideas and techniques that make our kitchen a creative, ever-changing environment where were always looking to make the best food out there.Working alongside our Head Chef taking responsibility for the storage, preparation, cooking and presentation of food to the required standard.Manage day to day kitchen operations on Head Chefs absence. Maintain safe and hygienic work practices by observance of hygiene, fire, health  safety requirements.","Were looking for someone who, as well as having excellent skills as a Junior Sous Chef, has a passion for good, fresh food, a good head for business and experience in helping to set and achieve GP percentages and wage targets.You are a born optimist, who always put our guests, colleagues, and communities first.You are your authentic self.You are a courageous Entrepreneur and can turn your hands to anything and are not frightened to explore and experiment.","The opportunity to be part of the opening team for an exciting hospitality concept that is new to the London market.Competitive salary including TRONC.We are committed to giving our teams great worklife balance. 28 days holidays (inclusive of bank holidays), pension, life insurance and a health cash plan to claim money back and get access to lots of ways to support your physical  mental wellbeing.Treat yourself once in a while with lots of retail  hospitality perks through our partners.Join an innovative, fast-growing, international group thats committed to not just building new hotels but building a global brand.The chance to challenge the norm and work in an environment that is both creative and rewarding.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368382,"Spa Therapist","https://jobs.smartrecruiters.com/AccorHotel/744000040530105-spa-therapist","Accor","Hamilton","No","2","Full time","2025-02-05T02:39:03.989695Z","Summary of Responsibilities","Reporting to the Lead Spa Therapist, responsibilities and essential job functions include, but are not limited to, the following","Consistently offer professional, engaging and proactive guest service while supporting fellow ColleaguesDemonstrate Fairmont core values in all interactions.Provide an exceptional guest service experience by performing massage and body treatments in minimum modalities of Swedish, Aromatherapy, Deep Tissue, Hot Stone, Body Scrub and Body Wrap in a professional and engaging manner.Perform skin care treatments utilizing facial machinery.Perform depilatory waxing services.Perform nail services including natural nail spa manicure, spa pedicure and gel nail services.Maintain a clean, hygienic and neat work environment at all times, ensuring all equipment is in safe working condition.Generate sales by recommending andor up-selling products and services.Resolve guest concerns in a prompt and efficient manner, follow correct documentation procedures and ensure managers and relevant departments are notified in a timely manner.Follow and ensure compliance with all corporate, hotel, departmental and safety policies and procedures.Participate in hotel committees.Participate in special projects, events and promotions as required.Participate in special projects, events and promotions as required.Strict adherence to all Health  Safety training, guidelines and work practices previous, during and following an epidemic (whether local or global) that are established by Accor, local government, international bodies including the World Health Organization (WHO) and Center for disease control (CDC).Perform any other duties, tasks, and assignments within your department as required.","EstheticianCosmetology license andor a diploma in Beauty or Spa Therapy is requiredAt least 2 years experience in massage and spa therapies in a luxury hotel environment is strongly preferredCurrent First Aid and CPR certification is strongly preferredProven ability to focus attention on guests needs, remaining calm and courteous at all timesEnergetic with excellent interpersonal and communication skillsExcellent organizational skills with ability to prioritize and multi-taskProven ability to work in a demanding fast paced environmentProven ability to work cohesively as part of a team in a multi-cultural, diverse environmentStrong work ethic, highly responsible, reliable and the ability to work extended hours including evenings, public holidays and weekends is required",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368381,"IT Specialist","https://jobs.smartrecruiters.com/AccorHotel/744000040531900-it-specialist","Accor","Istanbul","No","Not specified","Full time","2025-02-05T02:39:03.989727Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368379,"Receiving Clerk","https://jobs.smartrecruiters.com/AccorHotel/744000040532251-receiving-clerk","Accor","Miami Beach","No","1","Full time","2025-02-05T02:39:03.989760Z","Job Purpose","Under the general guidance of the Purchasing  Receiving Manager, perform all storeroom and receiving duties.  Completes the daily storeroom operations, adhering to established storage, receiving, stock rotation, requisition, sanitation and security procedures. Additional responsibilities include preparing reports and taking inventories.",,"Duties  Functions","Must love and support their TEAM!Must love and take care of guests!Must say yes and thank you often!Ensures a seamless guest experienceAble to receive proper counts and record any discrepancies on paperworkFollow and comply with all company policies, OSHA  SNHD standardsBe proficient in order picking, stocking  delivery of goods via power equipment  truckPass and maintain forklift safety test license for use with all types power equipmentWorking in temperatures below zero degreesPrepare and ship out items from hotel. Domestic and InternationalReceive shipments and inventory packagesSchedule pickups with FedEx, UPS, etc. for outgoing packagesDeliver all incoming shipments to perspective departmentsTransports materials to appropriate storage area in a timely manner.Completes daily receiving reports and transmits receiving documentation to accounts payable.Notifies Management team of any receiving related discrepancies, to facilitate request for credit or replacement or damaged or discrepant goods.Maintains organized purchase order and receiving documentation files.Issues beverage requisitions to all FB outlets according standard operating procedures.Performs all operations necessary to maintain the cleanliness and safety of the receiving and storeroom area.Assists in the performance of weekly monthlyannual inventories.Any other reasonable duties as assigned by the supervisor or managerWe recognize we are in the hospitality industry and that may require us to provide lateral service.  We will on occasion call for each individual in the team to on a routine basis perform various related tasks as needed in the spirit of providing exceptional service","ADDITIONAL RESPONSIBILITIES","Communicate effectively, both verbally and in writing, to provide clear direction to the venue teams.Communicate with employees using a positive and clear speaking voice, listen to and understand requests, respond with appropriate actions and provide accurate information.Remain calm and alert, especially during emergency situations andor heavy restaurant activity, serving as a role model for team and other employees. Interact with other department personnel and venue staff as needed.Make decisions and take actions based on previous experience and good judgment, sometimes revising procedures to accommodate unusual situations.",,"To be aware of and ensure constant compliance with all necessary operational policies including","Health and SafetyFood HygieneMaintenanceEmergency ProceduresLiquor Licensing","SUPPORTIVE FUNCTIONS","In addition to performance of the essential functions, this position may be required to perform a combination of the following supportive functions, with the percentage of time performing each function to be solely determined by the supervisor based upon the particular requirements of the company.",,"Attend mandatory meetings including divisional meetings, staff meetings, etc.Participate in community events and ensure corporate social responsibility goals of SLS are met.Utilize traditional software programs such as Microsoft Office (Word, Excel, Outlook, and PowerPoint), Micros, ADP, Open Table and any departmental specific systems used.Keep work area clean and organized.Ensure confidential documents are kept in a secured area.When disposing confidential documents that contain any personally identifiable information, they must be shredded or pulverized.Complete other duties as assigned by the Department Head.Demonstrate positive leadership characteristics, which inspire Team Members to meet and exceed standards.Ensure compliance with SLSs policies and procedures.","OTHER DUTIES","Assimilate into SLSs culture through understanding, supporting and participating in all SLS elements. Demonstrate working knowledge of the service standards.Regular attendance in conformance with the standards, which may be established by SLS from time to time, is essential to the successful performance of this position.Due to the cyclical nature of the hospitality industry, employees may be required to work varying schedules to reflect the business needs of the property.","The individual must possess the following knowledge, skills and abilities and be able to explain and demonstrate that he or she can perform the essential functions of the job, with or without reasonable accommodation.","College Degree in Business, Hospitality, or Related field preferred.At least one (1) year in a public contact position experience, preferably in an upscale or lifestyle brand hotelPrior experience with receiving, ordering, storeroom, inventory preferredAn intermediate to proficient understanding of Computer systems such as Opera, Microsoft Word, Excel  Outlook is preferredEnter and locate work related information using computers andor point of sale systemsAbility to spend extended lengths of time viewing a computer screenPossess a gracious, friendly, and fun demeanorAbility to multitask, work in a fast-paced environment and have a high level attention to detailMaintain positive and productive working relationships with other employees and departmentsAbility to work independently and to partner with others to promote an environment of teamworkMust be able to stand or walk a minimum eight-hour shiftMust be able to bend and lift more than 40 poundsMust be able observant and quick to respond to various situations while also multitasking and handling stressful situations.Must be able to twist, tow (push or pull), reach, bend climb and carry objects as necessary.Must have good communication skills and be able to read, write, speak and understand English.Must be able to work inside and outside at all times of the year as needed, based upon business volumes.","All your information will be kept confidential according to EEO guidelines.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368378,"Lifeguard - Bahrain Lifeguard Certification Required","https://jobs.smartrecruiters.com/AccorHotel/744000040534454-lifeguard-bahrain-lifeguard-certification-required","Accor","Manama","No","2","Full time","2025-02-05T02:39:03.989792Z","Life Guard This position exists to maintain swimmer safety. Lifeguards monitor water conditions and guest behavior, enforcing safety rules and paying close attention to swimmer activities and behavior. Lifeguards may issue warnings when a visitor is creating an unsafe environment and may determine when they need to ask a guest to leave. Lifeguards may also assist new swimmers to help them safely enjoy the water.","What is in it for you","Free Accommodation, transportation, visawork permit, medical heath insurance  Employee benefit card offering discounted rates in Accor worldwide for you and your family  Learning programs through our Academies designed to sharpen your skills  Ability to make a difference through our Corporate Social Responsibility activities, like Planet 21  Career development opportunities with national and international promotion opportunities. The sky is your limit","What you will be doing","The Life Guards responsibilities include but not limited to the following  To effectively and efficiently supervise the Swimming pool, constantly monitoring peoples actions and taking full control of water safety, ensuring all operating and emergency procedures are followed at all times.  Is aware of the daily hotel activities and has product knowledge of all the hotel facilities  Performs as per OSM Standards.  Proper grooming at all times.  Ensure safe daily operations within the Recreation areas by ensuring compliance of all health, safety and fire prevention policies and procedures.   Your experience and skills include  A university degree or equivalent  Previous experience in a must  Should be a Licensed Life Guard with a Valid License to perform  Good communication skills in addition to a good command of English Language  Team player, highly responsible and reliable","Minimum 2 years of similar experienceBahrain Life Guard Certification is a mustMust be fluent in English  a team player",,"Your team and working environment","Sofitel Bahrain Zallaq Thalassa Sea  Spa is 5 star Luxury Hotel with 262 Luxury Rooms  Suites Including 1 Royal Suite, 6 Opera Suites, 21 Prestige Suites, 32 Club Millesime Rooms, 202 Luxury Rooms, 5 Restaurant  4 Bars, 1 Grand Ballroom, 2 Meeting Rooms, Beach Club, Kids Club and the first Thalassa Spa in the Gulf Cooperation Council Countries (GCC)
httpscareers.accor.com","We are an inclusive company and our ambition is to attract, recruit and promote diverse talent.","Do what you love, care for the world, dare to challenge the status quo! BELIMITLESS",,,,,,,,,,,,,,,"Our commitment to Diversity  Inclusion",,,,,,,,,,,,,,,,,,,,,,,,,
2368377,"Commis.e a la reception, temps plein (HFD)","https://jobs.smartrecruiters.com/AccorHotel/744000040535240-commis-e-a-la-reception-temps-plein-h-f-d-","Accor","Montebello","No","Not specified","Full time","2025-02-05T02:39:03.989824Z","Accueillir les clients, repondre au telephone et prendre les reservations de maniere courtoise et professionnelle.Informer les clients sur les activites de l'hotel et du village, et connaitre la disponibilite des chambres et les tarifs.Enregistrer les invites, gerer les arrivees et departs, et pre-assigner les chambres pour les VIP, groupes et tours.Assister les clients avec leurs bagages et offrir un service rapide pendant les periodes occupees.Participer aux reunions et formations, et resoudre les plaintes des clients de maniere proactive.","Excellentes aptitudes a communiquer a loral comme a lecrit, en francais et en anglais, afin de comprendre et discuter aisement avec une clientele internationale.Maitrise du logiciel Opera ou d'un logiciel similaire.Experience prealable dans le domaine de lhotellerie, un atout.Experience en service a la clientele.Connaissance de l'informatique et en cours de formation en hotellerie ou tourisme, un atout.","Notre Engagement Diversite  Inclusion","Nous sommes une entreprise inclusive et notre ambition est dattirer, de recruter, et de promouvoir la diversite des talents.","Rejoignez-nous des aujourd'hui pour une carriere enrichissante au Fairmont Le Chateau Montebello ou chaque jour apporte de nouvelles opportunites et ou votre bien-etre est au cur de nos priorites.","httpscareers.accor.com.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368376,"Maitre d' Hotel HFX","https://jobs.smartrecruiters.com/AccorHotel/744000040535945-maitre-d-hotel-h-f-x","Accor","Montrouge","No","Not specified","Full time","2025-02-05T02:39:03.989856Z","Notre hotel, le Mercure Paris Porte d'Orleans recherche un Maitre d'Hotel en CDI a temps plein.","Vous jouerez un role cle dans notre restaurant au sein dune equipe formidable. Votre qualite de servir fera sourire nos clients qui en voudront toujours plus.","Tes missions seront les suivantes 80% terrain  20% administratif","Travailler dans les differents points de vente de restauration  restaurant, banquets, room service et bar","Assurer un accueil chaleureux et un service attentionne, adapte et de qualite aupres des clients, vous les conseillez dans leurs choix.","Assurer le service, debarrasser les tables et proceder aux operations de mise en place pour larrivee des clients suivants.","Veiller a la satisfaction du client et son bien-etre jusqu'a son depart, et participez ainsi a sa fidelisation par votre qualite de service.","Participer au rangement et au nettoyage de votre point de vente.","Gerer votre caisse et les facturations. (POS BIZON, OPERA)","Participer a l'ensemble des taches administratives passage de commande, facturation, inventaire, controle des stocks, audit","Participer a la gestion du personnel creation d'un vivier d'extra, realisation des plannings, entretien d'evaluation, gestion de la qualite, etc",,"Ce que letablissement t'offre","- Une paie au service  plus le restaurant genere de chiffre d'affaire, plus tu gagnes a la fin du mois (tu dois etre bon gestionnaire)","- Un plan d'epargne entreprise","- Un equilibre vie pro et vie perso pas de coupures, week-end tournant","- Des formations, un developpement de competences","- Une carte collaborateurs permettant d'avoir des offres dans les hotels du groupe, et leurs partenaires",,"Votre experience et vos competences incluent","Chef de rang confirme avec une envie d'evolution","Vous avez une bonne presentation et etes dote d'un excellent relationnel client.","Spontane et empathique, vous avez le sens de l'accueil, du service et de la qualite.","Vous pratiquez l'anglais, une autre langue","Votre equipe et votre environnement de travail 
L'hotel Mercure est un etablissement de 188 chambres, compose d'un bar, d'un restaurant, et de 9 salles de seminaires. Nos clients viennent de tous horizons tant business, que groupe loisirs, ou que client individuel.","Former l'equipe ainsi que les extras","Notre restauration est faite maison, nous repondons aux envies de nos clients que ce soit sous forme de restauration a la carte, buffet, ou cocktails.","Notre hotel compte environ 50 collaborateurs repartis dans differents services, et avec des niveaux d'experiences differents. Nous accueillons toute personne motivee et dynamique qui a soif d'apprendre, et de decouvrir notre fonctionnement.","Notre Engagement Diversite  Inclusion 
Nous sommes une entreprise inclusive et notre ambition est dattirer, de recruter, et de promouvoir la diversite des talents.",,,,,,,,,,,,,,,,,,,,,,
2368375,"Maestro I cocina","https://jobs.smartrecruiters.com/AccorHotel/744000040537647-maestro-i-cocina","Accor","Providencia","No","Not specified","Full time","2025-02-05T02:39:03.989888Z","Velar por la limpieza de los distintos utensilios de la cocina y lavar la loza y ollas utilizadas, asi como mantener las areas de la cocina limpias y organizadas, garantizando las condiciones de higiene y limpieza requeridas de acuerdo con las normas de requisitos de seguridad alimentaria. Asegurar el cumplimiento de las orientaciones del gestor, para alcanzar Cero desperdicios alimentarios y el minimos necesario en 
consumos de servicios (agua, energia y limpieza) apoyando y verificando el cumplimiento de los objetivos de la compania. Comprender adecuadamente las demandas de los clientes, generando soluciones efectivas a sus necesidades y siendo un representante Heartist, haciendolos sentir Bienvenidos y colocandolos en el centro de todo lo que hacemos. Preparar los platos del menu del dia, carta de restaurante, ordenes de servicio de banquetes a partir de las demandas recibidas, cocina, parrillas, asando de alimentos. Tanto para clientes externos como restaurante de personal con el objetivo de entregar experiencias inolvidables",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
