"ID","Title","Link","Company","Location","Remote","Experience","EmploymentType","DatePosted","Section_0","Section_1","Section_10","Section_11","Section_12","Section_2","Section_3","Section_4","Section_5","Section_6","Section_7","Section_8","Section_9","Section_13","Section_14","Section_15","Section_16","Section_17","Section_18","Section_19","Section_20","Section_21","Section_22","Section_23","Section_24","Section_25","Section_26","Section_27","Section_28","Section_29","Section_30","Section_31","Section_32","Section_33","Section_34","Section_35","Section_36","Section_37","Section_38","Section_39","Section_40","Section_41","Section_42","Section_43","Section_44","Section_45","Section_46"
2364487,"Engineering Manager II, Insurance","https://jobs.smartrecruiters.com/Grab/744000040282728-engineering-manager-ii-insurance","Grab","Jakarta","No","7","Full time","2025-02-05T17:57:23.835166Z","Get to Know the Team","At GrabFin, we empower the people of Southeast Asia, from consumers and drivers to every-day entrepreneurs, by ensuring financial inclusion for the underserved. The team is building solutions by supporting our partners (i.e. drivers and merchants) to get access to financial services (lending and insurance) products for their everyday needs.","We have your back with Term Life Insurance and comprehensive Medical Insurance.With GrabFlex, create a benefits package that suits your needs and aspirations.Celebrate moments that matter in life with loved ones through Parental and Birthday leave, and give back to your communities through Love-all-Serve-all (LASA) volunteering leaveWe have a confidential Grabber Assistance Programme to guide and uplift you and your loved ones through life's challenges.Balancing personal commitments and life's demands are made easier with our FlexWork arrangements such as differentiated hours","What We Stand For At Grab","We are committed to building an inclusive and equitable workplace that provides equal opportunity for Grabbers to grow and perform at their best. We consider all candidates fairly and equally regardless of nationality, ethnicity, race, religion, age, gender, family commitments, physical and mental impairments or disabilities, and other attributes that make them unique.","Get to Know the Role","We are looking for an experienced Engineering Manager II to join our engineering team in Jakarta, Indonesia. You will lead a team of engineers while driving innovation in our insurance technology solutions. You will report to the Senior Engineering Manager, and work on-site in our Jakarta office.","The Critical Tasks You Will Perform","Oversee the development and implementation of the latest insurance software solutionsLead a team of engineers, promoting a culture of innovation and continuous improvementCollaborate with other teams to align engineering efforts with organizational goals and external parties including clients and vendors.Manage project timelines, budgets, and resourcesImplement best practices in software development, testing, and deploymentConduct regular performance evaluations and provide constructive feedback to team membersStay up-to-date with latest technologies and industry trends in the insurance sectorEnsure compliance with industry regulations and company policiesParticipate in strategic planning and decision processes","What Essential Skills You Will Need","Min. Bachelor's degree in Computer Science, Engineering, or a related field MBA or Master's degree would be an added value.Solid foundation in computer science, with expertise in algorithms, data structures, and software engineering principles.Min. 7 years of professional experience in software engineering, with hands-on coding skills and an understanding of scalable architectures, microservices, and mobile technology.Experience building and scaling engineering teams, with hands-on technical expertise in native mobile development (iOS or Android) and Go programming language development.Familiarity with user experience principles and best practices for system testability, availability, and security.Experience working with global teams and collaborating on cross-regional projects.Experience managing diverse teams. Demonstrate ability to resolve issues and conflicts, inspire others, and build a collaborative team environment.Clear in explaining ideas and to influence partners across different cultures and regions.","Life at Grab","We care about your well-being at Grab, here are some of the global benefits we offer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2358778,"Senior Network Engineer","https://jobs.smartrecruiters.com/Grab/744000040214315-senior-network-engineer","Grab","HCMC","No","5","Full time","2025-02-05T17:57:23.835196Z","Get to Know the Team","Grabber Technology Solutions (GTS) strives to be a technology leader providing predictive and seamless experiences to all Grab employees (Grabbers). We are looking for individuals who share our customer-centric and values to join our growing team.","Performance Monitoring","Monitor network and IT system performance, including system availability, throughput, and resource use.Address system alerts, analyze trends, and report findings to relevant partners with recommendations for improvement.","Health Check","You will report to the Support Manager.","You will work onsite and office location will be based in Vietnam","Get to Know the Role","You will be part of the EUC department focused on network support but require a broad technical capacity to support IT Services. You will lead efforts to ensure reliable network performance, comprehensive incident resolution, and support across several IT environments.","You will encompass handling complex technical issues, overseeing health checks, managing technology updates, major incident handling, disaster recovery planning, and delivering periodic status reports. Additionally, we ask that you are capable to act as a deputy for the IT Country Manager during extended absences, serving as a backup and fulfilling a secondary leadership function to ensure continuity of IT operations.","The Critical Tasks You Will Perform","Incident Handling and Resolution","Apply solutions to restore IT services and minimize impact on end-users.Perform advanced troubleshooting and manage end-to-end incident.","Conduct and lead technical assessments to ensure IT services performance, security, and capacity meet operational standards.Develop and implement health check procedures and countermeasures based on findings.","Technology Refresh","Evaluate and apply softwarefirmware updates for IT systems according to technical and business changes.Conduct testing, oversee change management, and deploy updates with minimal change to operations.","Major Incident  Disaster Recovery Support","Lead major incident or disaster recovery projects, update recovery processes, and participate in solution deployment and drills for network and IT systems.Support recovery activities during actual events and maintain updated disaster recovery documentation.","Periodic Status Reporting","Collect and analyze statistics to track incident trends and resources.Prepare comprehensive periodic reports on system performance, maintenance, and incidents for partners.","CMDB, Asset Audit, and Inventory","Conduct onsite CMDB updates and ensure data accuracy.Perform comprehensive asset audits and manage inventory records.Lead efforts in storeroom clean-up, organizing IT assets for accessibility.","End-user Computing (EUC) support responsibilities,","Manage user accounts and access permissions.Troubleshoot hardware and software issues for end-users.Be a backup for the Country IT Manager during their absence, ensuring continuity of IT operations.Participate in IT projects.","What Essential Skills You Will Need","Bachelor's degree in Computer Science, Information Technology, or related field.At least 5 years of experience in network support, with expertise in Level 2 support.Have at least one professional network certification issued by an industry-recognized vendor, demonstrating advanced knowledge in networking concepts, protocols, and technologies.Advanced understanding and proficiency in network troubleshooting, performance tuning, and incident management.Experience in troubleshooting and, with the ability to address complex technical challenges",,"Life at Grab","We care about your well-being at Grab, here are some of the global benefits we offer","We have your back with Term Life Insurance and comprehensive Medical Insurance.With GrabFlex, create a benefits package that suits your needs and aspirations.Celebrate moments that matter in life with loved ones through Parental and Birthday leave, and give back to your communities through Love-all-Serve-all (LASA) volunteering leaveWe have a confidential Grabber Assistance Programme to guide and uplift you and your loved ones through life's challenges.Balancing personal commitments and life's demands are made easier with our FlexWork arrangements such as differentiated hours","What We Stand For at Grab","We are committed to building an inclusive and equitable workplace that enables diverse Grabbers to grow and perform at their best. As an equal opportunity employer, we consider all candidates fairly and equally regardless of nationality, ethnicity, religion, age, gender identity, sexual orientation, family commitments, physical and mental impairments or disabilities, and other attributes that make them unique.",,,,,,,,,,,,,,,
2358776,"Senior Product Management Leader, Loyalty","https://jobs.smartrecruiters.com/Grab/744000040223775-senior-product-management-leader-loyalty","Grab","Singapore","No","10","Full time","2025-02-05T17:57:23.835232Z","Get to know the role","We are looking for a dynamic and experienced product leader to own and drive the strategy and product roadmap for Consumer Loyalty. You will be reporting to Head of Product, Consumer Experience.","We care about your well-being at Grab, here are some of the global benefits we offer","We have your back with Term Life Insurance and comprehensive Medical Insurance.With GrabFlex, create a benefits package that suits your needs and aspirations.Celebrate moments that matter in life with loved ones through Parental and Birthday leave, and give back to your communities through Love-all-Serve-all (LASA) volunteering leaveWe have a confidential Grabber Assistance Programme to guide and uplift you and your loved ones through life's challenges.Balancing personal commitments and life's demands are made easier with our FlexWork arrangements such as differentiated hours","What We Stand For at Grab","This role will be onsite and based in Singapore.",,"The Critical Tasks You Will Perform","Lead a team of product managers focussed on your area of responsibility.Define a winning strategy and roadmap for your area of responsibility by distilling input from various internal and external stakeholders and guide long-term product innovations for Grab's future success.Coordinate with other stakeholders to work on your roadmap by providing guidance including prioritisation and tradeoffs to a large group of engineers, designers and distributed operations team.Define success criteria and tracking metrics that measure the impact of your work against agreed goals.Be a team player, live our values and contribute to broader objectives of Grab to achieve our mission to create economic empowerment for the people of Southeast Asia.","What Essential Skills You Will Need","At least 10 years experience in Product Management in roles with a focus on consumer engagement and loyalty in the tech industry.Experience in operate a complex and ambiguous environment, constructing clear strategies and roadmaps supported by analysis and data from loosely defined priorities and goals.Expertise in creating and managing products through full software product lifecycle including employment of design thinking in synthesizing requirements, inclusion of customer centricity into every stage of product life cycle, leading by influence of a large, culturally diverse and distributed team, data driven decision making across the product lifecycle and demonstrated success in managing products from concept to retirement.Demonstrated grasp of financial concepts to plan resource allocations and ongoing tracking against business objectivesDegree in computer science, software engineering, information technology, business finance, economics or related field.concepts and strategies to all levels from executive leadership to engineering and operations.Demonstrated leadership of a team including goal setting, personal development and coaching and inspiring for impact.",,"Life at Grab","We are committed to building an inclusive and equitable workplace that enables diverse Grabbers to grow and perform at their best. As an equal opportunity employer, we consider all candidates fairly and equally regardless of nationality, ethnicity, religion, age, gender identity, sexual orientation, family commitments, physical and mental impairments or disabilities, and other attributes that make them unique.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2358774,"Software Engineer, Fullstack","https://jobs.smartrecruiters.com/Grab/744000040224145-software-engineer-fullstack","Grab","Petaling Jaya","No","2","Full time","2025-02-05T17:57:23.835263Z","Get to know our Team","The Mobility team is responsible for the Transport module in the Grab app. We continuously improve the core transport booking experience.","The Must-Haves","At least 2 years of professional software development experience.Experience with the JavaScript programming language.Good Computer Science fundamentals in algorithms and data structures.Experience with web frameworks such as React.js.Experience with defect tracking tools and version control.Experience in at least one backend language like Go, Python, Scala, Java, C, or others is required. You can be a good coder in any language but must be willing to work on GolangKnowledge of software development best practices, including version control (Git), unit testing, and CICD pipelines.","Life at Grab","We are working on high throughput, real-time distributed systems that use machine learning techniques to solve hundreds of millions of requests per day. Our mission is to offer the best products and experiences to our passengers to increase adoption and engagement of our services.",,"Get to know the Role","Reporting to Software Engineering Manager, you will work on the critical backend services that are used by Grab users to place a ride. You will also create amazing web application experiences that are used by Grab clients to place web bookings. Besides, you will have opportunities to work on multiple backend services and frontend web applications, and participating in immersions, talking directly to the end-users, identifying their challenges and how we can help them in their work life.","This is an onsite role and our office is based in Petaling Jaya, Malaysia.",,"The Critical Tasks You Will Perform","You will work with ProductDesignAnalytics teams to understand problems, requirements, provide feedback, options, trade offs, and timelines.You will collaborate with AndroidIOSBackendQAML Engineers to brainstorm and implement technical solutions that are scalable and addressing the actual problems.You will write code that is reusable, scalable and testable. Make sure features are delivered on time and with high quality.You will review code and engineering specs, provide constructive feedback and aim to raise the engineering bar.You will be responsible and responsive during on-call duty.You will debug and fix complex issues, and be able to assist on ad hoc queries from other teams.You will identify pain points and inefficiencies in codebase, system, and process, propose action items to address them.","We care about your well-being at Grab, here are some of the global benefits we offer","We have your back with Term Life Insurance and comprehensive Medical Insurance.With GrabFlex, create a benefits package that suits your needs and aspirations.Celebrate moments that matter in life with loved ones through Parental and Birthday leave, and give back to your communities through Love-all-Serve-all (LASA) volunteering leaveWe have a confidential Grabber Assistance Programme to guide and uplift you and your loved ones through life's challenges.","What we stand for at Grab","We are committed to building an inclusive and equitable workplace that provides equal opportunity for Grabbers to grow and perform at their best. We consider all candidates fairly and equally regardless of nationality, ethnicity, religion, age, gender, family commitments, physical and mental impairments or disabilities, and other attributes that make them unique.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2358768,"Associate, Key Account Management (Enterprise)","https://jobs.smartrecruiters.com/Grab/744000040229740-associate-key-account-management-enterprise-","Grab","Bangkok","No","1","Full time","2025-02-05T17:57:23.835294Z","Get to Know the Team","Our team oversees, shapes and grows the business in Grab. We contribute towards Grab's vision of being Southeast Asia's super app by providing everyday services that matter most to consumers in Thailand. We develop business strategies that help us achieve our vision in serving our community. We believe in creating mutually beneficial collaborations with corporate partners to enhance their business offering and improve the lives of customers.","We have your back with Term Life Insurance and comprehensive Medical Insurance.With GrabFlex, create a benefits package that suits your needs and aspirations.Celebrate moments that matter in life with loved ones through Parental and Birthday leave, and give back to your communities through Love-all-Serve-all (LASA) volunteering leaveWe have a confidential Grabber Assistance Programme to guide and uplift you and your loved ones through life's challenges.Balancing personal commitments and life's demands are made easier with our FlexWork arrangements such as differentiated hours","What We Stand For at Grab","We are committed to building an inclusive and equitable workplace that enables diverse Grabbers to grow and perform at their best. As an equal opportunity employer, we consider all candidates fairly and equally regardless of nationality, ethnicity, religion, age, gender identity, sexual orientation, family commitments, physical and mental impairments or disabilities, and other attributes that make them unique.","Get to Know the Role","You will be a consultant to the merchant accounts within food  beverage sectors, supporting their business and growth on Grab platforms. At the same time, ensuring sustainable growth of customer account at Grab. You will report to Head, Key Account Management, and work onsite at Bangkok office.","The Critical Tasks You Will Perform","Plan out priority partners to pursue, following the GrabFood strategyStrategies on partnership model and content, with help of internal data in driving revenue for partners and GrabEngage prioritized partners for business strategy on Grab platformWork with internal product team and marketing operations team to execute campaigns","What Essential Skills You Will Need","Bachelor's Degree or higher in any field (preferably in business, management or marketing)Minimum 1-2 years of experience in dealing with major brands. Of great importance is experienced in structuring collaboration terms, securing deals, and collaboration campaignHave working experience in Food  Beverage industry backgroundExperience establishing communication and engagement with prospects in both written and spoken EnglishExperience in build relationships with partners and match partners' needs and organization resources to grow the GrabFood businessDeal with fuse business, strategy, finance, and legal concepts to lead complex, multi-faceted deals","Life at Grab","We care about your well-being at Grab, here are some of the global benefits we offer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2358767,"Senior Fullstack Engineer","https://jobs.smartrecruiters.com/Grab/744000040230646-senior-fullstack-engineer","Grab","Jakarta","No","5","Full time","2025-02-05T17:57:23.835325Z","Get to know our Team","At GrabFin, we empower the people of Southeast Asia, from consumers and drivers to every-day entrepreneurs, by ensuring financial inclusion for the underserved. The team is building solutions by enabling our partners (i.e. drivers and merchants) to get access to financial services (lending and insurance) products for their everyday needs.","We care about your well-being at Grab, here are some of the global benefits we offer","We have your back with Term Life Insurance and comprehensive Medical Insurance.With GrabFlex, create a benefits package that suits your needs and aspirations.Celebrate moments that matter in life with loved ones through Parental and Birthday leave, and give back to your communities through Love-all-Serve-all (LASA) volunteering leaveWe have a confidential Grabber Assistance Programme to guide and uplift you and your loved ones through life's challenges.","We have your back with Term Life Insurance and comprehensive Medical Insurance.","Get to know the Role","We are seeking a talented and experienced Senior Fullstack Engineer to join our engineering team in Jakarta, Indonesia. As a key member of our engineering department, you will be responsible for designing, developing, and maintaining robust and scalable web applications that meet our clients' needs.","The Critical Tasks You Will Perform","Architect and develop end-to-end web applications using modern frontend and backend technologiesCollaborate with cross-functional teams to define, design, and ship new featuresOptimize application performance and scalabilityImplement security and data protection measuresParticipate in code reviews and mentor junior developersTroubleshoot, debug, and upgrade existing softwareStay up-to-date with emerging trends and technologies in fullstack developmentContribute to technical documentation and API specifications","What Essential Skills You Will Need",,"Proven experience as a Fullstack Engineer, with a minimum of 5 years in web developmentStrong proficiency in frontend technologies, including HTML, CSS, JavaScript, and modern frameworks such as React, Angular, or Vue.jsExpertise in backend technologies like Node.js, Python, or JavaSolid understanding of database technologies, both SQL and NoSQLExperience designing and implementing RESTful APIs and microservices architectureFamiliarity with cloud platforms such as AWS, Azure, or GCPProficiency in version control systems, particularly GitExperience with CICD pipelines and DevOps practicesBachelor's degree in Computer Science, Software Engineering, or a related fieldStrong problem-solving skills and attention to detailExcellent communication and teamwork abilitiesKnowledge of Agile methodologies and software development best practicesAbility to work efficiently in a fast-paced environment","Life at Grab","With GrabFlex, create a benefits package that suits your needs and aspirations.","Celebrate moments that matter in life with loved ones through Parental and Birthday leave, and give back to your communities through Love-all-Serve-all (LASA) volunteering leave","We have a confidential Grabber Assistance Programme to guide and uplift you and your loved ones through life's challenges.","What We Stand For At Grab","We are committed to building an inclusive and equitable workplace that provides equal opportunity for Grabbers to grow and perform at their best. We consider all candidates fairly and equally regardless of nationality, ethnicity, race, religion, age, gender, family commitments, physical and mental impairments or disabilities, and other attributes that make them unique.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2358765,"Fullstack Engineer","https://jobs.smartrecruiters.com/Grab/744000040231955-fullstack-engineer","Grab","Jakarta","No","3","Full time","2025-02-05T17:57:23.835356Z","Get to know our Team","At GrabFin, we empower the people of Southeast Asia, from consumers and drivers to every-day entrepreneurs, by ensuring financial inclusion for the underserved. The team is building solutions by enabling our partners (i.e. drivers and merchants) to get access to financial services (lending and insurance) products for their everyday needs.","We have your back with Term Life Insurance and comprehensive Medical Insurance.With GrabFlex, create a benefits package that suits your needs and aspirations.Celebrate moments that matter in life with loved ones through Parental and Birthday leave, and give back to your communities through Love-all-Serve-all (LASA) volunteering leaveWe have a confidential Grabber Assistance Programme to guide and uplift you and your loved ones through life's challenges.","We have your back with Term Life Insurance and comprehensive Medical Insurance.","With GrabFlex, create a benefits package that suits your needs and aspirations.","Get to know the Role","We are seeking a talented and experienced Fullstack Engineer to join our engineering team in Jakarta, Indonesia. As a Fullstack Engineer, you will be responsible for developing and maintaining both client-side and server-side applications, ensuring seamless integration and optimal performance across our technology stack.","The Critical Tasks You Will Perform","Design, develop, and maintain scalable and efficient web applications using both front-end and back-end technologiesCollaborate with cross-functional teams to define, design, and ship new featuresOptimize applications for maximum speed and scalabilityImplement security and data protection measuresParticipate in code reviews and contribute to improving our development practicesTroubleshoot, debug, and upgrade existing softwareStay up-to-date with emerging trends and technologies in fullstack developmentWork closely with product managers and designers to translate requirements into technical specificationsMentor junior developers and contribute to the team's knowledge sharing initiatives","What Essential Skills You Will Need","Bachelor's degree in Computer Science, Software Engineering, or a related field3 years of experience in fullstack developmentStrong proficiency in front-end technologies including HTML, CSS, and JavaScriptExperience with modern front-end frameworks such as React, Angular, or Vue.jsSolid knowledge of back-end programming languages (e.g., Python, Java, or Node.js)Familiarity with database systems, both SQL and NoSQLExperience in developing RESTful APIs and working with microservices architectureProficiency in version control systems, particularly GitUnderstanding of cloud platforms such as AWS, Azure, or Google CloudKnowledge of DevOps practices and toolsExperience with Agile development methodologiesStrong analytical and problem-solving skills with attention to detailExcellent organizational and time management abilitiesEffective communication skills and ability to work in a team environmentRelevant certifications (e.g., AWS Certified Developer, Microsoft Certified Azure Developer Associate) are a plusCommitment to staying current with industry best practices and emerging technologies","Life at Grab","We care about your well-being at Grab, here are some of the global benefits we offer","Celebrate moments that matter in life with loved ones through Parental and Birthday leave, and give back to your communities through Love-all-Serve-all (LASA) volunteering leave","We have a confidential Grabber Assistance Programme to guide and uplift you and your loved ones through life's challenges.","What We Stand For At Grab","We are committed to building an inclusive and equitable workplace that provides equal opportunity for Grabbers to grow and perform at their best. We consider all candidates fairly and equally regardless of nationality, ethnicity, race, religion, age, gender, family commitments, physical and mental impairments or disabilities, and other attributes that make them unique.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2358764,"Lead Data Engineer","https://jobs.smartrecruiters.com/Grab/744000040232365-lead-data-engineer","Grab","Jakarta","No","7","Full time","2025-02-05T17:57:23.835387Z","Get to know our Team","At GrabFin, we empower the people of Southeast Asia, from consumers and drivers to every-day entrepreneurs, by ensuring financial inclusion for the underserved. The team is building solutions by enabling our partners (i.e. drivers and merchants) to get access to financial services (lending and insurance) products for their everyday needs.","We have your back with Term Life Insurance and comprehensive Medical Insurance.With GrabFlex, create a benefits package that suits your needs and aspirations.Celebrate moments that matter in life with loved ones through Parental and Birthday leave, and give back to your communities through Love-all-Serve-all (LASA) volunteering leaveWe have a confidential Grabber Assistance Programme to guide and uplift you and your loved ones through life's challenges.","We have your back with Term Life Insurance and comprehensive Medical Insurance.","With GrabFlex, create a benefits package that suits your needs and aspirations.","Get to know the Role","We are seeking a visionary Lead Data Engineer to join our innovative team in Jakarta, Indonesia. As a key member of our data engineering department, you will be responsible for designing, implementing, and maintaining our data infrastructure to support critical business decisions and drive organizational growth.","The Critical Tasks You Will Perform","Architect and develop robust, scalable data pipelines to ensure seamless data flow across multiple systemsOptimize data processing workflows for enhanced performance, scalability, and reliabilityEstablish and enforce data governance policies to maintain data quality, integrity, and regulatory complianceImplement advanced security measures to protect sensitive data and ensure data privacyDesign and refine data models that support both analytical and operational use casesCollaborate with data scientists, analysts, and other stakeholders to understand data requirements and provide innovative solutionsMentor and guide junior data engineers, conducting regular code reviews and providing constructive feedbackMonitor data systems, implement automated alerting solutions, and resolve issues to ensure high availability and performanceStay current with industry trends and emerging technologies in the data engineering field","What Essential Skills You Will Need","7 years of experience in data engineering or related roles within large-scale data warehouse environmentsProven expertise in designing and implementing data pipelines using tools such as Airflow and FargateStrong proficiency in working with cloud-based data warehousing solutions, particularly Amazon RedshiftExtensive experience with APIs and Web Application platformsAdvanced skills in data modeling, data warehousing concepts, and ETL processesProficiency in SQL and Python programming languagesSolid understanding of data governance principles and security best practicesExperience with cloud platforms such as AWS, Azure, or GCPDemonstrated ability to solve complex problems and guide technical teamsExcellent communication and collaboration skills, with the ability to work effectively across departmentsBachelor's degree in Computer Science, Information Systems, or a related field (Master's degree preferred)","Life at Grab","We care about your well-being at Grab, here are some of the global benefits we offer","Celebrate moments that matter in life with loved ones through Parental and Birthday leave, and give back to your communities through Love-all-Serve-all (LASA) volunteering leave","We have a confidential Grabber Assistance Programme to guide and uplift you and your loved ones through life's challenges.","What We Stand For At Grab","We are committed to building an inclusive and equitable workplace that provides equal opportunity for Grabbers to grow and perform at their best. We consider all candidates fairly and equally regardless of nationality, ethnicity, race, religion, age, gender, family commitments, physical and mental impairments or disabilities, and other attributes that make them unique.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2358762,"Associate, Strategy  Strategic Projects","https://jobs.smartrecruiters.com/Grab/744000040246635-associate-strategy-strategic-projects","Grab","Singapore","No","Not specified","Full time","2025-02-05T17:57:23.835417Z","Get to Know the Team","The Singapore Operations team oversees, shapes and grows the business in Grab Singapore. We contribute to Grab's vision of being Southeast Asia's superapp by providing everyday services that matter most to consumers in Singapore. We develop business strategies that help us achieve our vision in serving our community.","Life at Grab","We care about your well-being at Grab, here are some of the global benefits we offer","We have your back with Term Life Insurance and comprehensive Medical Insurance.With GrabFlex, create a benefits package that suits your needs and aspirations.Celebrate moments that matter in life with loved ones through Parental and Birthday leave, and give back to your communities through Love-all-Serve-all (LASA) volunteering leaveWe have a confidential Grabber Assistance Programme to guide and uplift you and your loved ones through life's challenges.Balancing personal commitments and life's demands are made easier with our FlexWork arrangements such as differentiated hours","As part of the Singapore Operations team, the Strategy  Strategic Projects team is responsible for the Singapore Country Strategy and works on top agenda, high impact projects spanning across all the businesses in Singapore (e.g. GrabPay, GrabFood, GrabCar, GrabMart).","Get to Know the Role","You will report to the Manager, Strategy  Strategic Projects while supporting the Strategy  Strategic Projects Head and Team in conducting and presenting studies on strategic topics for Grab Singapore and coordinating cross-functional strategic plans, with the opportunity to work with senior executives for strategy brainstorming.","This role will be onsite and based in the One North office.","The Critical Tasks You Will Perform","You will ensure a well-coordinated Country Strategy for Singapore by coordinating with other Grab teams (both local and regional) and facilitating cross-team collaboration.You will support planning and analysis of high-impact strategic plans, including conducting research and data analysis, identifying issues and solutions, and advising on practical implementation.You will provide executional and project management support for strategic plans and support strategic discussions with external partners.You will update senior management across multiple businesses.","What Essential Skills You Will Need","You will have distinguished academic track record with a degree in Finance, Business, Economics, or Management.0-2 years in Analytics, Business Intelligence, Management Consulting, or Strategy roles in tech companies.Experience in SQL and understanding of Python or R.You will have experience to problem solve challenges, stakeholder management skills with experience to collaborate at all levels.You have experience operating autonomously in a dynamic work pace and can understand and apply broad, long-term goals at Grab.","What We Stand For at Grab","We are committed to building an inclusive and equitable workplace that enables diverse Grabbers to grow and perform at their best. As an equal opportunity employer, we consider all candidates fairly and equally regardless of nationality, ethnicity, religion, age, gender identity, sexual orientation, family commitments, physical and mental impairments or disabilities, and other attributes that make them unique.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2358758,"Quality Assurance Engineer","https://jobs.smartrecruiters.com/Grab/744000040249005-quality-assurance-engineer","Grab","Jakarta","No","3","Full time","2025-02-05T17:57:23.835461Z","Get to Know the Team","At GrabFin, we empower the people of Southeast Asia, from consumers and drivers to every-day entrepreneurs, by ensuring financial inclusion for the underserved. The team is building solutions by enabling our partners (i.e. drivers and merchants) to get access to financial services (lending and insurance) products for their everyday needs.","What Essential Skills You Will Need","Bachelor's degree in Computer Science, Software Engineering, IT, or a related fieldAt least 3 years of experience as a QA Engineer, Automation Engineer, or Software Development Engineer in TestProficiency in testing iOS and Android applications, and Backend APIsExperience with automation tools (e.g., Selenium, Appium) and testing frameworks (e.g., Mocha, TestNG)Solid programming skills in Java, Golang, or PythonFamiliarity with Agile methodologies and experience in implementing and analyzing logs and API responses at the micro-service levelUnderstanding of database concepts, proficiency in SQL (MySQL), and experience with version control systems (e.g., Git).",,,"Get to know the Role","We are seeking a QA Engineer to join our dynamic team in Jakarta, Indonesia. As a QA Engineer, you will play a crucial role in ensuring the quality and reliability of our software products through comprehensive testing and quality assurance processes. You will be based in our Head Office in Jakarta and reporting to the Manager.",,"The Critical Tasks You Will Perform","Develop test plans and specifications for functional, security, and performance testingCollaborate with Product Managers and Developers to create test cases based on feature requirementsAnalyze logs and API responses, debugging failed test cases and reporting bugs with detailed informationMaintain UI and API automation suites for new features and regression testingEnhance the automation framework by resolving script and data issuesParticipate in Agile development processes, including sprints and release cyclesConduct testing for iOS and Android applications, and Backend APIsContribute to the continuous improvement of QA processes and methodologies",,,"Life at Grab","We care about your well-being at Grab, here are some of the global benefits we offer","We have your back with Term Life Insurance and comprehensive Medical Insurance.With GrabFlex, create a benefits package that suits your needs and aspirations.Celebrate moments that matter in life with loved ones through Parental and Birthday leave, and give back to your communities through Love-all-Serve-all (LASA) volunteering leaveWe have a confidential Grabber Assistance Programme to guide and uplift you and your loved ones through life's challenges.Balancing personal commitments and life's demands are made easier with our FlexWork arrangements such as differentiated hours","What We Stand For At Grab","We are committed to building an inclusive and equitable workplace that provides equal opportunity for Grabbers to grow and perform at their best. We consider all candidates fairly and equally regardless of nationality, ethnicity, race, religion, age, gender, family commitments, physical and mental impairments or disabilities, and other attributes that make them unique.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2358753,"Senior Software Engineer, Mobile (iOS)","https://jobs.smartrecruiters.com/Grab/744000040271163-senior-software-engineer-mobile-ios-","Grab","Jakarta","No","5","Full time","2025-02-05T17:57:23.835501Z",,"Get to Know the Team",,"Life at Grab","We care about your well-being at Grab, here are some of the global benefits we offer","At GrabFin, we empower the people of Southeast Asia, from consumers and drivers to every-day entrepreneurs, by ensuring financial inclusion for the underserved. The team is building solutions by allowing our partners (i.e. drivers and merchants) to get access to financial services (lending and insurance) products for their everyday needs. You will be reporting to an Engineering Manager. This is an onsite role based in Jakarta.","Get to Know the Role","We are looking for an experienced Senior iOS Engineer to join our engineering team in Jakarta, Indonesia. As an important member of our mobile development group, you will be responsible for designing, developing, and maintaining high-quality iOS applications that deliver exceptional user experiences.","The Critical Tasks You Will Perform","Design, develop, and test mobile applications for iOS devices, ensuring high-quality and efficient code.Collaborate with cross-functional teams to identify and prioritize project requirements, and develop solutions to meet business objectives.Develop and maintain technical documentation to ensure knowledge sharing and reuse.Troubleshoot and resolve complex technical issues, identifying and implementing fixes to improve overall application performance.Stay up-to-date with industry trends, emerging technologies, and best practices in mobile application development.",,"What Essential Skills You Will Need","5 years of experience in mobile application development, with a focus on iOS.Proficiency in Swift, Objective-C, and iOS frameworks such as UIKit and Core Data.Experience with mobile application development tools such as Xcode, Git, and JIRA.Strong understanding of mobile application architecture, design patterns, and principles.Familiarity with Agile development methodologies and version control systems.","We have your back with Term Life Insurance and comprehensive Medical Insurance.With GrabFlex, create a benefits package that suits your needs and aspirations.Celebrate moments that matter in life with loved ones through Parental and Birthday leave, and give back to your communities through Love-all-Serve-all (LASA) volunteering leaveWe have a confidential Grabber Assistance Programme to guide and uplift you and your loved ones through life's challenges.Balancing personal commitments and life's demands are made easier with our FlexWork arrangements such as differentiated hours","What We Stand For At Grab","We are committed to building an inclusive and equitable workplace that provides equal opportunity for Grabbers to grow and perform at their best. We consider all candidates fairly and equally regardless of nationality, ethnicity, race, religion, age, gender, family commitments, physical and mental impairments or disabilities, and other attributes that make them unique.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
